Title,Content,Rating,Date,Author
Lost my ring and can’t even get a…,Lost my ring and can’t even get a replacement,1,2025-05-21T09:30:59.000Z,
Absolutely Great,"That's the best health tracker I have got till date.
Highly recommended for someone who is looking to get a smart health ring.",5,2025-05-21T09:10:34.000Z,
I enjoyed the activity and sleep…,"I enjoyed the activity and sleep readings. The sorry information was very interesting. I also liked the look of the ring. My time was cut short with the ring, though. I lost it after owning it for 5 days. It didn't slip off. It was my fault. Even though I didn't have it long, I miss checking the app for the different readings.",5,2025-05-21T05:01:36.000Z,
Very fast Delivery and the size Kit was…,Very fast Delivery and the size Kit was extremely helpful. The Ring has a Super Long Batterie Life and the App is Perfect.,5,2025-05-20T10:29:40.000Z,
Great product with outstanding battery…,Great product with outstanding battery life and a reasonable price,5,2025-05-19T21:08:58.000Z,
Love this ring,Love this ring! Provides valuable insights into sleep and why I'm tired,5,2025-05-19T16:20:26.000Z,
Great device for tracking your health,"Date of experience: April 21, 2025",5,2025-05-19T14:22:23.000Z,
Overall pretty accurate,"The ring seems to be pretty accurate, and a lot of data is collected and shared through the app. It would be more convenient if it picked up automatically on the start of exercising, but starting it manually through the app isn’t so bad as long as you remember to. I wish it would upload my info directly to MyFitnessPal. Overall, I think it tracks sleep pretty accurately, and I did get a health alert when a migraine woke me up at night - so it knew something wasn’t normal. Overall a good ring to buy.",5,2025-05-19T13:57:32.000Z,
No Complaints,I've had nothing but good experiences with RingConn. Their customer service has been excellent when I needed it and the ring seems to work well. I have zero complaints.,5,2025-05-19T13:54:40.000Z,
Best value for a great ring,"Great design, lightweight and comfortable. Keeps track of everything very well. More vitals than my previous ring, and the price is way better than the Oura.",5,2025-05-19T13:44:20.000Z,
Very inaccurate data compared to watch,"Very inaccurate data compared to my Garmin monitor watch. You smooth data for heart rate, and spo2 which is particularly useless. Sleep data is also mostly wrong and hard to understand. Ring looks good and holds charge, otherwise pretty much a bad purchase.",2,2025-05-19T13:17:07.000Z,
Decent amount of provided data but uncomfortable,The ring is helpful with the information it provides but it’s very uncomfortable to wear- especially if I happen to be bloated that day or after a long day of typing and my fingers swell. I picked a size 3 sizes bigger than my wedding ring and it still leaves little indentions in my skin. I would not purchase again.,3,2025-05-19T12:12:26.000Z,
It’s okay,"I feel the ring isn’t accurate with the reading it gives. I wish I had read everything before buying it. I would have returned it but the return policy is very limited.
Otherwise the looks nice and charges quickly.",3,2025-05-19T11:25:35.000Z,
Worth the very long wait.,"From ordering to receiving took over six weeks.
Initially the ring sizer kit arrives then when size is confirmed your actual ring arrives.
Ring is great, charges very quickly, light and attractive design and the data it collects is accurate and really useful to improve health.
The sleep monitoring is fascinating and explains why I feel like I do when I wake up.
Thoroughly recommended.",5,2025-05-19T10:04:59.000Z,
Love this ring!,"Love this ring! Process was super easy to get the right size. You place your order, they send you a ring sizing kit if you need one, you wear the sizer ring for at least a day to make sure it’s comfortable, then go back to your orders and mark which size you’d like and they ship it to you. The first 3 days I did their sleep apnea tracking and it worked wonderfully. Very cool to see all of the insights as someone with sleep apnea. I wear it daily to track my heart rate as I have a condition called POTS. This seems to be the only ring that constantly tracks your heart rate even when not exercising. Battery life is amazing. All in all it’s a great product!",5,2025-05-19T04:45:32.000Z,
My battery on my ringconn is AWFUL,"My battery on my ringconn is AWFUL.
In the last month it has been a slow deterioration of battery life longevity.
I charge it and by the next morning more then 55% of my battery is GONE. It is not lasting 3days!",2,2025-05-19T04:21:13.000Z,
Their latest model is a shockingly bad…,Their latest model is a shockingly bad cash grab. Careful!,1,2025-05-18T17:07:27.000Z,
,"The company is responsive when I email them or submit feedback via the app, usually responding within 3 business days. There are frequent updates as they roll out new features and/or fix bugs. The rinSee more",5,2025-06-16T16:25:05.000Z,
,The RingConn has helped me better assess my sleep more than any other device has! I highly suggest this ring since there’s no monthly fee & the app shows some fun stuff coming on the horizon for the aSee more,5,2025-06-16T14:49:54.000Z,
,Love the idea of the ring. Somethings to note. It gets scratched very easily and I'm not expecting it to look great a year from now. Also there are no postpartum or pregnancy setting for the fertilitySee more,4,2025-06-18T23:43:57.000Z,
,Still relatively adjusting but so far everything has been as great as i expected. The only thing is that the app doesn’t take temp on demand- only when sleeping. Other than that- i love the purchase.,4,2025-06-16T11:11:52.000Z,
After a lot of review and research I…,"After a lot of review and research I decided to go with RingConn over its competitors and I’m glad I did! I bought it mainly for sleep tracking and management and it has helped me to have a better and more consistent night’s sleep, which has led to more energy and productivity in my days. I have since recommended to several people RingConn and they are happy with their purchase as well",5,2025-05-17T17:32:35.000Z,
I love the ring,"I love the ring , it fits well I hardly know I am wearing it. The app is fantastic !!! It provides me with all the data I need to understand my sleep and health. Would highly recommend.",5,2025-05-17T04:30:45.000Z,
Lack of information,"I was offered the chance to buy an older version with a discounted price; but they forgot to mention that they are not making that version anymore, so the size I needed was never going to be in stock again. I waited for around a month for it to be in stock, when I had to reach out to them and they offered a refund.",1,2025-05-17T03:55:02.000Z,
